folio;folioArmstrong;presi;nnot;prensa;yr;mes;inicio;fin;duracion;ddpp;leg;bboo;id_legb;inst;min;ciuur4;ciuur3;ciuur2;trabemp;rangoemp;org;orgb;tc;externo;extgeo;reg1;reg2;reg3;com1;lat1;long1;com2;lat2;long2;com3;lat3;long3;dem1;dem2;dem3;dem4;dem5;tactica1;tactica2;tactica3;tactica4;tactica5;lockout;blanco1;blanco2;blanco3;poli;enfrentamiento;arresto;heridos;neg;dis_sin_enf;fuerza_pol;bomb;carros;n_det;muertos;n_muertos;aliado1;central1;aliado2;central2;aliado3;central3;autoridad;dhtp;acuerdo;cod;Comentarios;dem.antigua;
;2726;3;;;1996;;;;8,0;7,2;1;;;1;;;;10;;;;;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;129,6;;;;1,0;
;2727;3;;;1996;;;;8,0;7,0;1;;;1;;;;8;;;;;448;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3136,0;;;;1,0;
;2728;3;;;1996;;;;8,0;7,2;1;;;1;;;;12;;;;;131;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;943,2;;;;1,0;
;2729;3;;;1996;;;;9,0;8,0;1;;;1;;;;3;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;88,0;;;;1,0;
;2730;3;;;1996;;;;10,0;9,0;1;;;1;;;;12;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;288,0;;;;1,0;
;2731;3;;;1996;;;;11,0;10,0;1;;;1;;;;4;;;;;70;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700,0;;;;1,0;
;2732;3;;;1996;;;;11,0;10,8;1;;;1;;;;10;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;313,2;;;;1,0;
;2733;3;;;1996;;;;13,0;12,0;1;;;1;;;;12;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;276,0;;;;1,0;
;2734;3;;;1996;;;;15,0;13,2;1;;;1;;;;10;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;382,8;;;;1,0;
;2735;3;;;1996;;;;20,0;18,0;1;;;1;;;;2;;;;;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1836,0;;;;1,0;
;2736;3;;;1996;;;;26,0;24,0;1;;;1;;;;3;;;;;113;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2712,0;;;;1,0;
;2737;3;;;1996;;;;27,0;23,0;1;;;1;;;;1;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;828,0;;;;1,0;
;2738;3;;;1996;;;;6,0;5,0;1;;;1;;;;7;;;;;174;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;870,0;;;;1,0;
;2739;3;;;1996;;;;12,0;11,0;1;;;1;;;;3;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;462,0;;;;1,0;
;2740;3;;;1996;;;;5,0;4,0;1;;;1;;;;5;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;800,0;;;;4,2;
;2741;3;;;1996;;;;6,0;5,0;1;;;1;;;;3;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;175,0;;;;1,0;
;2742;3;;;1996;;;;6,0;5,0;1;;;1;;;;3;;;;;176;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;880,0;;;;1,0;
;2743;3;;;1996;;;;5,0;4,0;1;;;1;;;;8;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;172,0;;;;1,0;
;2744;3;;;1996;;;;9,0;8,0;1;;;1;;;;2;;;;;1053;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;8424,0;;;;1,0;
;2745;3;;;1996;;;;4,0;3,6;1;;;1;;;;10;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;126,0;;;;1,0;
;2746;3;;;1996;;;;17,0;14,4;1;;;1;;;;10;;;;;181;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2606,4;;;;1,0;
;2747;3;;;1996;;;;5,0;5,0;1;;;1;;;;5;;;;;16;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;80,0;;;;1,0;
;2748;3;;;1996;;;;12,0;10,0;1;;;1;;;;7;;;;;27;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;270,0;;;;1,0;
;2749;3;;;1996;;;;12,0;11,0;1;;;1;;;;3;;;;;89;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;979,0;;;;1,0;
;2750;3;;;1996;;;;1,0;1,0;2;;;42;;;;11;;;;;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;285,0;;;;13,6;
;2751;3;;;1996;;;;1,0;1,0;1;;;1;;;;2;;;;;1454;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1454,0;;;;1,0;
;2752;3;;;1996;;;;1,0;1,0;1;;;1;;;;12;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;33,0;;;;1,0;
;2753;3;;;1996;;;;2,0;2,4;1;;;1;;;;10;;;;;42;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;100,8;;;;1,0;
;2754;3;;;1996;;;;8,0;7,0;1;;;1;;;;3;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;182,0;;;;1,0;
;2755;3;;;1996;;;;12,0;10,0;1;;;1;;;;3;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600,0;;;;1,0;
;2756;3;;;1996;;;;14,0;11,0;1;;;1;;;;3;;;;;265;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2915,0;;;;1,0;
;2757;3;;;1996;;;;15,0;12,0;1;;;1;;;;10;;;;;31;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;372,0;;;;1,0;
;2758;3;;;1996;;;;15,0;13,0;1;;;1;;;;3;;;;;309;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4017,0;;;;1,0;
;2759;3;;;1996;;;;19,0;14,0;1;;;1;;;;8;;;;;62;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;868,0;;;;1,0;
;2760;3;;;1996;;;;12,0;8,0;1;;;1;;;;1;;;;;127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1016,0;;;;1,0;
;2761;3;;;1996;;;;17,0;13,0;1;;;1;;;;3;;;;;53;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;689,0;;;;1,0;
;2762;3;;;1996;;;;2,0;2,0;1;;;1;;;;5;;;;;26;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;52,0;;;;1,0;
;2763;3;;;1996;;;;10,0;10,8;1;;;1;;;;10;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;86,4;;;;1,0;
;2764;3;;;1996;;;;17,0;15,6;1;;;1;;;;10;;;;;216;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3369,6;;;;1,0;
;2765;3;;;1996;;;;11,0;10,0;1;;;1;;;;3;;;;;172;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1720,0;;;;1,0;
;2766;3;;;1996;;;;11,0;10,0;1;;;1;;;;3;;;;;86;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;860,0;;;;1,0;
;2767;3;;;1996;;;;21,0;17,0;1;;;1;;;;3;;;;;59;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1003,0;;;;1,0;
;2768;3;;;1996;;;;3,0;3,0;1;;;1;;;;3;;;;;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;105,0;;;;1,0;
;2769;3;;;1996;;;;5,0;4,0;1;;;1;;;;3;;;;;39;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;156,0;;;;1,0;
;2770;3;;;1996;;;;9,0;8,4;1;;;1;;;;10;;;;;60;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;504,0;;;;1,0;
;2771;3;;;1996;;;;26,0;21,0;1;;;1;;;;3;;;;;66;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1386,0;;;;1,0;
;2772;3;;;1996;;;;5,0;5,0;1;;;1;;;;6;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;180,0;;;;1,0;
;2773;3;;;1996;;;;9,0;7,0;1;;;1;;;;3;;;;;76;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;532,0;;;;1,0;
;2774;3;;;1996;;;;12,0;10,0;1;;;1;;;;3;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;440,0;;;;1,0;
;2775;3;;;1996;;;;29,0;23,0;1;;;1;;;;3;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;644,0;;;;1,0;
;2776;3;;;1996;;;;12,0;11,0;1;;;1;;;;3;;;;;166;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1826,0;;;;1,0;
;2777;3;;;1996;;;;24,0;20,0;1;;;1;;;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;160,0;;;;1,0;
;2778;3;;;1996;;;;26,0;21,0;1;;;1;;;;3;;;;;101;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2121,0;;;;1,0;
;2779;3;;;1996;;;;1,0;1,2;1;;;1;;;;3;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;44,4;;;;1,0;
;2780;3;;;1996;;;;1,0;1,0;1;;;1;;;;3;;;;;141;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;141,0;;;;1,0;
;2781;3;;;1996;;;;5,0;6,0;1;;;1;;;;10;;;;;29;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;174,0;;;;1,0;
;2782;3;;;1996;;;;6,0;6,0;1;;;1;;;;2;;;;;206;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1236,0;;;;1,0;
;2783;3;;;1996;;;;8,0;7,0;1;;;1;;;;8;;;;;56;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;392,0;;;;1,0;
;2784;3;;;1996;;;;9,0;8,0;1;;;1;;;;2;;;;;33;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;264,0;;;;1,0;
;2785;3;;;1996;;;;11,0;10,8;1;;;1;;;;10;;;;;90;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;972,0;;;;1,0;
;2786;3;;;1996;;;;16,0;14,0;1;;;1;;;;1;;;;;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;322,0;;;;1,0;
;2787;3;;;1996;;;;16,0;14,0;1;;;1;;;;3;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;196,0;;;;1,0;
;2788;3;;;1996;;;;26,0;23,0;1;;;1;;;;3;;;;;129;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2967,0;;;;1,0;
;2789;3;;;1996;;;;5,0;5,0;1;;;1;;;;12;;;;;43;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;215,0;;;;1,0;
;2790;3;;;1996;;;;5,0;6,0;1;;;1;;;;10;;;;;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;276,0;;;;1,0;
;2791;3;;;1996;;;;10,0;9,0;1;;;1;;;;3;;;;;72;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;648,0;;;;1,0;
;2792;3;;;1996;;;;2,0;2,0;1;;;1;;;;1;;;;;10;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20,0;;;;1,0;
;2793;3;;;1996;;;;17,0;15,0;1;;;1;;;;11;;;;;32;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;480,0;;;;1,0;
;2794;3;;;1996;;;;10,0;9,0;1;;;1;;;;3;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;72,0;;;;1,0;
;2795;3;;;1996;;;;16,0;14,0;1;;;1;;;;6;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;336,0;;;;1,0;
;2796;3;;;1996;;;;23,0;20,0;1;;;1;;;;6;;;;;36;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;720,0;;;;1,0;
;2797;3;;;1996;;;;8,0;7,0;1;;;1;;;;1;;;;;44;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;308,0;;;;1,0;
;2798;3;;;1996;;;;10,0;8,0;1;;;1;;;;3;;;;;192;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1536,0;;;;1,0;
;2799;3;;;1996;;;;15,0;13,0;1;;;1;;;;3;;;;;126;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1638,0;;;;1,0;
;2800;3;;;1996;;;;3,0;3,0;1;;;1;;;;12;;;;;416;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1248,0;;;;1,0;
;2801;3;;;1996;;;;3,0;3,6;1;;;1;;;;8;;;;;8;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,8;;;;1,0;
;2802;3;;;1996;;;;5,0;5,0;1;;;1;;;;3;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250,0;;;;1,0;
;2803;3;;;1996;;;;8,0;7,0;1;;;1;;;;3;;;;;13;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,0;;;;1,0;
;2804;3;;;1996;;;;10,0;9,0;1;;;1;;;;3;;;;;146;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1314,0;;;;1,0;
;2805;3;;;1996;;;;11,0;10,0;1;;;1;;;;3;;;;;55;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;550,0;;;;1,0;
;2806;3;;;1996;;;;11,0;10,0;1;;;1;;;;3;;;;;37;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;370,0;;;;1,0;
;2807;3;;;1996;;;;8,0;7,0;1;;;1;;;;3;;;;;50;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;350,0;;;;1,0;
;2808;3;;;1996;;;;7,0;6,0;1;;;1;;;;4;;;;;97;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;582,0;;;;1,0;
;2809;3;;;1996;;;;2,0;2,0;1;;;1;;;;2;;;;;173;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;346,0;;;;1,0;
;2810;3;;;1996;;;;6,0;5,0;1;;;1;;;;2;;;;;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;660,0;;;;1,0;
;2811;3;;;1996;;;;1,0;1,0;1;;;1;;;;3;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;95,0;;;;1,0;
;2812;3;;;1996;;;;1,0;1,0;2;;;1;;;;3;;;;;600;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;600,0;;;;13,6;
;2813;3;;;1996;;;;0,5;0,5;2;;;3;;;;2;;;;;1000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500,0;;;;14,1;
;2814;3;;;1996;;;;0,3;0,3;2;;;5;;;;11;;;;;144;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;43,2;;;;20,0;
;2815;3;;;1996;;;;0,3;0,3;2;;;5;;;;10;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;90,0;;;;1,0;
;2816;3;;;1996;;;;6,0;5,0;2;;;1;;;;3;;;;;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;45,0;;;;20,0;
;2817;3;;;1996;;;;1,0;1,2;2;;;1;;;;5;;;;;700;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;840,0;;;;20,0;
;2818;3;;;1996;;;;1,0;1,0;2;;;1;;;;5;;;;;28;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;28,0;;;;20,0;
;2819;3;;;1996;;;;1,0;1,0;2;;;5;;;;9;;;;;796;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;796,0;;;;20,0;
;2820;3;;;1996;;;;4,0;4,0;2;;;1;;;;5;;;;;420;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1680,0;;;;20,0;
;2821;3;;;1996;;;;4,0;4,0;2;;;1;;;;5;;;;;560;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;2240,0;;;;20,0;
;2822;3;;;1996;;;;2,0;2,0;2;;;1;;;;5;;;;;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;22,0;;;;20,0;
;2823;3;;;1996;;;;1,0;1,0;2;;;1;;;;3;;;;;14;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;14,0;;;;20,0;
;2824;3;;;1996;;;;1,0;1,0;2;;;1;;;;3;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;200,0;;;;13,6;
;2825;3;;;1996;;;;1,0;1,0;2;;;3;;;;7;;;;;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,0;;;;11,3;
;2826;3;;;1996;;;;1,0;1,0;2;;;2;;;;7;;;;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;250,0;;;;13,4;
;2827;3;;;1996;;;;1,0;1,2;2;;;1;;;;5;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;480,0;;;;20,0;
;2828;3;;;1996;;;;0,5;0,5;2;;;5;;;;11;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;150,0;;;;1,0;
;2829;3;;;1996;;;;0,4;0,4;2;;;3;;;;7;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;120,0;;;;13,6;
;2830;3;;;1996;;;;0,3;0,4;2;;;5;;;;10;;;;;95;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;38,0;;;;20,0;
;2831;3;;;1996;;;;1,0;1,2;2;;;43;;;;10;;;;;58;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;69,6;;;;1,0;
;2832;3;;;1996;;;;3,0;2,0;2;;;2;;;;7;;;;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;700,0;;;;20,0;
;2833;3;;;1996;;;;1,0;1,0;2;;;2;;;;7;;;;;400;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;400,0;;;;13,6;
;2834;3;;;1996;;;;3,0;3,0;2;;;5;;;;11;;;;;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;9,0;;;;8,5;
;2835;3;;;1996;;;;2,0;2,0;2;;;2;;;;7;;;;;10000;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;20000,0;;;;1,0;
;2836;3;;;1996;;;;1,0;0,5;2;;;2;;;;10;;;;;30;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;15,0;;;;1,0;
;2837;3;;;1996;;;;0,5;0,5;2;;;3;;;;4;;;;;92;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;46,0;;;;13,2;
;2838;3;;;1996;;;;1,0;1,2;2;;;43;;;;10;;;;;3200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;3840,0;;;;12,0;
;2839;3;;;1996;;;;3,0;2,0;2;;;3;;;;8;;;;;6;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,0;;;;3,5;
;2840;3;;;1996;;;;1,0;1,0;2;;;1;;;;3;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,0;;;;20,0;
;2841;3;;;1996;;;;0,5;0,5;2;;;2;;;;4;;;;;1382;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;691,0;;;;14,1;
;2842;3;;;1996;;;;0,5;0,5;2;;;42;;;;11;;;;;250;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;125,0;;;;1,0;
;2843;3;;;1996;;;;0,4;0,4;2;;;42;;;;11;;;;;285;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;114,0;;;;13,6;
;2844;3;;;1996;;;;2,0;2,0;2;;;3;;;;2;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;30,0;;;;1,0;
;2845;3;;;1996;;;;1,0;1,2;2;;;1;;;;10;;;;;350;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;420,0;;;;14,1;
;2846;3;;;1996;;;;3,0;3,0;2;;;5;;;;11;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500,0;;;;5,0;
;2847;3;;;1996;;;;1,0;1,0;2;;;1;;;;2;;;;;118;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;118,0;;;;20,0;
;2848;3;;;1996;;;;30,0;33,0;2;;;3;;;;2;;;;;1200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39600,0;;;;4,1;
;2849;3;;;1996;;;;1,0;1,0;2;;;3;;;;7;;;;;430;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;430,0;;;;14,1;
;2850;3;;;1996;;;;1,0;1,0;2;;;42;;;;11;;;;;300;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;300,0;;;;20,0;
;2851;3;;;1996;;;;1,0;1,0;2;;;5;;;;11;;;;;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;24,0;;;;1,0;
;2852;3;;;1996;;;;0,1;0,1;2;;;3;;;;7;;;;;71;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;7,1;;;;20,0;
;2853;3;;;1996;;;;1,0;1,0;2;;;42;;;;11;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;40,0;;;;8,2;
;2854;3;;;1996;;;;0,6;0,6;2;;;5;;;;10;;;;;105;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;63,0;;;;20,0;
;2855;3;;;1996;;;;1,0;1,0;2;;;3;;;;7;;;;;1500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;1500,0;;;;1,0;
;2856;3;;;1996;;;;0,9;0,9;2;;;1;;;;3;;;;;102;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;91,8;;;;20,0;
;2857;3;;;1996;;;;1,0;1,0;2;;;3;;;;7;;;;;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,0;;;;1,0;
;2858;3;;;1996;;;;25,0;22,0;2;;;3;;;;2;;;;;1800;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;39600,0;;;;4,1;
;2859;3;;;1996;;;;0,3;0,3;2;;;1;;;;5;;;;;15;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;4,5;;;;20,0;
;2860;3;;;1996;;;;1,0;1,2;2;;;5;;;;10;;;;;123;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;147,6;;;;1,0;
;2861;3;;;1996;;;;1,5;1,5;2;;;1;;;;5;;;;;40;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;60,0;;;;20,0;
;2862;3;;;1996;;;;0,1;0,1;2;;;1;;;;5;;;;;200;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;12,0;;;;20,0;
;2863;3;;;1996;;;;1,0;1,0;2;;;5;;;;11;;;;;500;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;500,0;;;;1,0;
;2864;3;;;1996;;;;1,0;1,2;2;;;5;;;;8;;;;;618;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;741,6;;;;20,0;
