folio;folioArmstrong;presi;nnot;prensa;yr;mes;inicio;fin;duracion;ddpp;leg;bboo;id_legb;inst;min;ciuur4;ciuur3;ciuur2;trabemp;rangoemp;org;orgb;tc;externo;extgeo;reg1;reg2;reg3;com1;lat1;long1;com2;lat2;long2;com3;lat3;long3;dem1;dem2;dem3;dem4;dem5;tactica1;tactica2;tactica3;tactica4;tactica5;lockout;blanco1;blanco2;blanco3;poli;enfrentamiento;arresto;heridos;neg;dis_sin_enf;fuerza_pol;bomb;carros;n_det;muertos;n_muertos;aliado1;central1;aliado2;central2;aliado3;central3;autoridad;dhtp;acuerdo;cod;Comentarios;dem.antigua;
2234;;3;0;;2016;9;2016-09-09;2016-09-14;6,0;6,0;1;2;;1;;;15;12;10006;13;4;;595;0;1;13;;;13123;;;;;;;;;1;;;;;4;1;;;;0;1;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;3570,0;;;;;
2235;;3;0;;2016;9;2016-09-09;2016-09-10;2,0;2,0;1;1;;1;;;9;7;74;7;1;;42;0;1;6;;;;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;84,0;;0;;;
2236;;3;0;;2016;9;2016-09-09;2016-09-10;2,0;2,0;1;1;;1;;;9;7;42;4;1;;42;0;1;6;;;7101;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;84,0;;0;;;
2237;;3;0;;2016;9;2016-09-09;2016-09-10;2,0;2,0;1;1;;2;;;9;7;101;11;4;;42;0;1;6;;;6301;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;84,0;;;;;
2238;;3;0;;2016;9;2016-09-12;2016-09-16;5,0;5,0;1;1;;1;;;14;12;175;11;4;;30;0;1;6;;;6101;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;150,0;;;;;
2239;;3;3;4;2016;9;2016-09-12;2016-09-23;12,0;10,0;1;1;;1;;;15;12;397;13;4;;151;1;1;13;;;13101;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;4;;;;;;0;1510,0;;;;;
2240;;3;0;;2016;9;2016-09-12;2016-09-16;5,0;5,0;1;1;;1;;;7;6;43;9;1;;30;0;1;6;;;6116;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;150,0;;0;;;
2241;;3;0;;2016;9;2016-09-12;2016-09-16;5,0;5,0;1;1;;1;;;9;7;8;6;1;;30;0;1;6;;;;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;150,0;;0;;;
2242;;3;0;;2016;9;2016-09-12;2016-09-16;5,0;5,0;1;1;;2;;;9;7;31;9;1;;30;0;1;6;;;;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;150,0;;;;;
2243;;3;2;3;2016;9;2016-09-12;;;;2;2;;6;;;14;11;6538;1;8;;;0;1;5;;;05801;;;05502;;;5401;;;7;2;5;11;8;;;;;;0;6;;;0;0;0;0;0;0;0;0;0;;0;;5;5;;;;;1;0,0;;5;huelgo duró por lo menos hasta el 16/9. Más información obtenida de http://www.biobiochile.cl/noticias/nacional/region-de-valparaiso/2016/09/14/recintos-se-suman-a-movilizacion-y-ahondan-la-crisis-en-servicio-salud-vina-del-mar-quillota.shtml;;
2244;;3;1;2;2016;9;2016-09-14;2016-09-21;8,0;6,0;1;2;;1;;;1;1;18;3;1;;17;0;1;13;;;13502;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;1;102,0;;;;;
2245;;3;0;;2016;9;2016-09-15;2016-09-26;12,0;8,0;1;3;;1;;;13;10;70;7;1;;41;0;1;6;;;6108;;;;;;;;;1;11;;;;4;44;1;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;328,0;;;;;
2246;;3;1;4;2016;9;2016-09-15;2016-09-26;12,0;10,0;1;1;;1;;;13;10;32;6;1;;41;0;1;9;;;9102;;;;;;;;;11;1;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;1;0;7;0;;0;0;410,0;;0;;;
2247;;3;1;2;2016;9;2016-09-15;;;;2;2;;43;;;13;10;;;8;;;0;1;5;;;5101;;;;;;;;;5;;;;;12;;;;;0;6;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;6;;;
2248;;3;1;2;2016;9;2016-09-19;2016-09-19;1,0;1,0;2;2;;8;;;9;7;;;7;;;0;1;5;;;5102;;;;;;;;;17;;;;;21;;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;6;protesta con peajes;;
2249;;3;2;4;2016;10;2016-09-20;2016-10-01;12,0;10,0;1;1;;1;;;9;7;;2;1;;14;0;1;10;;;10109;;;;;;;;;6;5;9;;;1;4;21;34;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;5;0;;0;;0;0;140,0;;0;;;
2250;;3;2;2;2016;9;2016-09-20;2016-10-01;12,0;9,0;1;1;;2;;;9;7;;4;4;;34;0;1;10;;;10109;;;;;;;;;1;7;8;20;10;;;;;;0;1;3;4;0;0;0;0;0;0;0;0;0;;0;;5;1;;;;;0;306,0;;5;La información sobre la demanda se obtuvo de http://www.soychile.cl/Puerto-Montt/Sociedad/2016/09/20/418977/Choferes-de-minibuses-de-Puerto-Varas-comenzaron-huelga-indefinida.aspx;;
2251;;3;1;1;2016;9;2016-09-20;2016-09-20;0,3;0,3;2;2;;5;;;12;9;;;8;;;0;1;13;;;13101;;;;;;;;;19;;;;;4;;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;Manifestación contra dirigentes CUT que lideran mesa negociadora. Piden ser incluidos en la mesa.   ;;
2252;;3;1;2;2016;9;2016-09-21;2016-09-21;0,19;0,19;2;2;;3;;;3;2;1689;13;1;;1000;0;1;12;;;12101;;;;;;;;;17;;;;;21;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;#VALOR!;;6;en contra de tercerización de empleados ENAP;;
2253;;3;1;1;2016;9;2016-09-22;2016-09-22;1,0;1,0;2;2;;1;;;3;2;1260;12;1;;;0;1;2;;;02103;;;02201;;;;;;5;10;;;;21;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;;;
2254;;3;1;2;2016;9;2016-09-22;;;;2;2;;1;;;3;2;218;11;1;;;0;1;4;;;04106;;;;;;;;;1;11;;;;24;;;;;0;1;4;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;1;0,0;;5;Se señala llevan meses sin sueldos e imposiciones impagas. Desde el gobierno regional se creó una mesa de trabajo con múltiples instituciones para brindar apoyo y evaluar reubicar a los trabajadores en otras empresas;;
2255;;3;2;2;2016;9;2016-09-22;2016-09-23;2,0;2,0;2;2;;42;;;14;11;;;8;;40000;0;3;;;;;;;;;;;;;11;1;;;;35;;;;;0;3;5;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;80000,0;;6;;;
2256;;3;3;1;2016;9;2016-09-23;2016-09-23;1,0;1,0;2;2;;42;;;14;11;;;8;;;0;3;;;;;;;;;;;;;11;1;7;;;35;2;11;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;5;5;;;;;0;0,0;;6;80% de adhesión;;
2257;;3;2;1;2016;9;2016-09-25;2016-09-25;1,0;1,0;2;2;;5;;;12;9;;;8;;120;0;1;13;;;13303;;;;;;;;;8;7;5;;;21;;;;;0;6;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;120,0;;6;Evento continuó hasta por lo menos el 29/9;;
2258;;3;1;1;2016;9;2016-09-26;2016-09-27;0,5;0,5;2;2;;2;;;9;7;;;4;;;0;1;5;;;5101;;;;;;;;;5;;;;;;;;;;0;5;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;#VALOR!;;6;Paralización por asalto a microbusero;;
2259;;3;1;2;2016;9;2016-09-27;2016-09-28;2,0;2,0;2;2;;5;;;14;11;4952;1;8;;4;0;1;5;;;5101;;;;;;;;;18;;;;;41;;;;;0;6;;;0;0;0;0;0;0;0;0;0;;0;;5;5;;;;;0;8,0;;6;;;
2260;;3;4;1;2016;10;2016-09-28;2016-10-14;17,0;13,0;1;1;;1;;;8;6;1345;11;3;;65;0;2;13;6;;13118;;;6101;;;5109;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;845,0;;;;;
2261;;3;1;1;2016;9;2016-09-28;2016-09-28;0,25;0,25;2;2;;5;;;12;9;3886;1;8;;30;0;1;8;;;08101;;;;;;;;;5;8;;;;4;41;;;;0;6;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;#VALOR!;;5;;;
2262;;3;1;1;2016;9;2016-09-28;;;;2;2;;8;;;2;1;;;11;;200;0;1;10;;;10101;;;;;;;;;13;;;;;1;21;;;;0;4;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;;;
2263;;3;1;1;2016;9;2016-09-28;2016-09-28;0,38;0,38;2;2;;8;;;2;1;;;3;;400;0;1;10;;;10202;;;;;;;;;13;;;;;21;;;;;0;3;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;#VALOR!;;6;pescadores estaban en barcos, quizá por eso no hubo enfrentamiento con FFEE;;
2264;;3;1;2;2016;9;2016-09-29;2016-09-29;1,0;1,0;2;2;;1;;;7;6;322;13;1;;800;0;1;1;;;01101;;;;;;;;;7;;;;;4;11;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;800,0;;5;ZOFRI señala que no tenen vínculo contractual con los cargadores. Exigen contrato indefinido pues trabajan por faena;;
2265;;3;1;2;2016;9;2016-09-29;2016-09-29;1,0;1,0;2;2;;1;;;6;5;;;2;;5;0;1;5;;;05109;;;;;;;;;18;9;5;;;24;23;;;;0;1;;;1;0;1;0;0;1;0;0;0;3;0;;;;;;;;0;5,0;;6;se estimó número de detenidos basado en foto;;
2266;;3;2;2;2016;9;2016-09-29;2016-09-29;1,0;1,0;2;2;;6;;;12;9;;;8;;;0;3;;;;;;;;;;;;;1;7;;;;1;35;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;;;
2267;;3;1;2;2016;10;2016-10-01;2016-10-01;1,0;1,0;2;2;;1;;;15;12;3136;12;4;;350;1;1;5;;;5109;;;;;;;;;1;;;;;2;;;;;0;1;2;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;350,0;;6;;;
2268;;3;2;1;2016;10;2016-10-02;2016-10-02;1,0;1,0;2;2;;2;;;9;7;;13;1;;;0;1;13;;;;;;;;;;;;5;;;;;;;;;;0;4;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;2;0,0;;6;No se encontraron datos de Alsacia pero Su Bus tiene 7042 trabajadores.;;
2269;;3;3;3;2016;10;2016-10-03;2016-10-03;1,0;1,0;2;2;;5;;;12;9;;;8;;;0;2;13;4;7;13120;;;4101;;;7101;;;3;10;;;;41;;;;;0;6;4;;0;0;0;0;0;0;0;0;0;;0;;5;6;;;;;0;0,0;;6;Protesta en apoyo a huelgas del SENAME en V Región. También hubo una toma en Pto. Montt;;
2270;;3;1;2;2016;10;2016-10-03;2016-10-03;0,4;0,4;2;2;;8;;;9;7;;;11;;50;0;1;15;;;15101;;;;;;;;;17;;;;;3;;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;19,0;;5;Protesta por fiscalización a taxis piratas (Ministerio de Transportes);;
2271;;3;1;1;2016;10;2016-10-03;;;;2;2;;43;;;13;10;;;8;;;0;1;13;;;13103;;;;;;;;;1;;;;;;;;;;0;5;3;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;;;
2272;;3;3;1;2016;10;2016-10-06;2016-10-23;18,0;14,0;1;2;;1;;;13;10;129;9;4;;71;0;1;13;;;13301;;;13127;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;994,0;;;;;
2273;;3;1;1;2016;10;2016-10-06;2016-10-14;9,0;7,0;1;3;;1;;;3;2;216;13;3;;216;0;1;6;;;06116;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;1512,0;;;;;
2274;;3;0;;2016;10;2016-10-07;2016-10-20;14,0;10,0;1;1;;1;;;14;12;;;3;;6;0;1;13;;;13114;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;60,0;;;;;
2275;;3;4;1;2016;10;2016-10-07;2016-10-20;14,0;10,0;1;1;;1;;;4;3;2081;13;4;;213;0;1;13;;;13126;;;;;;;;;18;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;2130,0;;;;;
2276;;3;3;1;2016;10;2016-10-07;2017-10-07;1,0;1,0;2;2;;8;;;9;7;;;8;;270;0;2;8;13;;08101;;;08401;;;13101;;;17;13;;;;3;11;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;1;270,0;;5;Manifestación contra Uber y Cabify. Solicitan celeridad en proyecto de ley que regula a estas empresas;;
2277;;3;2;1;2016;10;2016-10-11;2016-10-25;15,0;10,0;1;2;;1;;;13;10;1841;13;4;;531;0;1;5;;;05101;;;;;;;;;1;11;12;;;4;41;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;5310,0;;5;;;
2278;;3;1;2;2016;10;2016-10-11;2016-10-11;1,0;1,0;2;2;;5;;;12;9;;;8;;20;0;1;12;;;12101;;;;;;;;;1;3;;;;4;11;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;20,0;;5;Apoyo reajuste Mesa Sector públíco y por congelamientos remuneraciones en funcionarios zonas extremas;;
2279;;3;2;3;2016;10;2016-10-14;2016-10-14;1,0;1,0;2;2;;8;;;7;6;;;3;;200;0;1;5;;;5101;;;;;;;;;5;;;;;32;;;;;0;5;3;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;0;200,0;;6;"""Ataque"" consistió lanzar huevos a Gendarmería (blanco de la protesta)";;
2280;;3;1;2;2016;10;2016-10-16;2016-10-18;3,0;2,0;2;2;;1;;;2;1;183;10;4;;;0;1;4;;;04102;;;;;;;;;1;21;;;;21;;;;;0;1;;;1;0;0;0;1;1;0;0;1;;0;;;;;;;;0;0,0;;5;Remuneraciones. Aumento bono por producción;;
2281;;3;6;1;2016;10;2016-10-19;2016-10-21;3,0;3,0;2;2;;6;;;12;9;;;8;;;0;3;;;;;;;;;;;;;1;12;;;;1;35;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;;;
2282;;3;0;;2016;10;2016-10-20;2016-11-07;19,0;13,0;1;2;;1;;;14;12;19;5;1;;8;0;1;6;;;6101;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;104,0;;;;;
2283;;3;1;2;2016;10;2016-10-20;2016-10-20;1,0;1,0;2;2;;3;;;9;7;63;13;1;;300;0;1;1;;;1101;;;;;;;;;7;;;;;21;29;22;;;0;1;;;1;1;0;0;0;0;1;0;0;;0;;;;;;;;2;300,0;;6;trabajadores no fueron incluidos en ceremonia de reinauguración de puerto;;
2284;;3;1;2;2016;10;2016-10-21;2016-10-21;0,4;0,4;2;2;;1;;;9;7;63;11;6;;;0;1;;;;01101;;;;;;;;;7;;;;;21;22;;;;0;1;;;1;1;0;0;0;0;1;1;1;;0;;;;;;;;2;0,0;;5;Protesta por no invitadción a acto de recepción de primero navío luego de reconstrucción de Terminal. Se hizo funa a celebración;;
2285;;3;1;2;2016;10;2016-10-22;2016-10-22;1,0;1,0;2;2;;8;;;2;1;;;3;;;0;1;15;;;15101;;;;;;;;;7;13;;;;21;;;;;0;4;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;Protesta por votación del Consejo Zonal de Pesca, donde ningún representante de la pesca artesanal fue invitado, y donde se aprobó que pesca industrial opere en las 5 millas;;
2286;;3;2;1;2016;10;2016-10-24;;;;2;2;;1;;;6;5;;;1;;160;0;1;8;;;08311;;;;;;;;;1;9;11;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;"Duda de si se codifica 1 en variable ""externo"". Al menos hasta el día 26/10 la huelga seguía. ";;
2287;;3;1;1;2016;10;2016-10-24;2016-10-24;1,0;1,0;2;2;;5;;;13;10;19125;3;8;;;0;3;;;;;;;;;;;;;1;7;;;;;;;;;0;3;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;En la noticia sólo menciona a la comuna de Los Ángeles, sin embargo fue un paro nacional. Los datos de la noticia se encontraron en http://www.adnradio.cl/noticias/nacional/trabajadores-de-la-fundacion-integra-inician-paro-por-24-horas/20161024/nota/3282951.aspx;;
2288;;3;44;1;2016;10;2016-10-25;2016-11-17;23,0;15,0;2;2;;6;;;;14;;;8;;;0;3;;;;;;;;;;;;;1;12;7;11;13;1;23;24;21;35;0;3;;;1;1;1;0;1;1;1;1;1;7;0;;5;1;1;;;;0;0,0;;5;"Se sumó Registro Civil en algunos días; Suma de Asociación Nacional de Magistrados y Asociación Empleados del Poder Judicial; FENATS Hospital Concepción se mantuvo 1 día más. Apoyo pescadores y de trabajadores sector privado. ";;
2289;;3;2;1;2016;10;2016-10-26;2016-11-07;13,0;7,0;1;2;;1;;;9;7;217;10;4;;54;1;1;8;;;08306;;;;;;;;;1;21;;;;41;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;5;5;;;;;0;378,0;;5;Toma planta celulosa Santa Fe de CMPC Mininco. Huelga por aumento bono de producción;;
2290;;3;0;;2016;10;2016-10-26;2016-11-04;10,0;8,0;1;1;;1;;;9;7;44;9;1;;25;0;1;13;;;13109;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;200,0;;;;;
2291;;3;4;1;2016;10;2016-10-26;2016-10-26;1,0;1,0;2;2;;8;;;2;1;;;6;;;0;3;;;;;;;;;;;;;13;;;;;3;21;;;;0;3;;;1;1;0;0;0;0;1;1;1;;0;;;;;;;;0;0,0;;5;;;
2292;;3;3;3;2016;10;2016-10-26;2016-10-26;1,0;1,0;2;2;;8;;;2;1;;;6;;;0;3;;;;;;;;;;;;;13;;;;;2;21;;;;0;3;;;1;1;1;0;0;0;1;1;0;21;0;;;;;;;;0;0,0;;6;;;
2293;;3;5;3;2016;10;2016-10-27;2016-11-21;26,0;16,0;1;2;;1;;;13;10;860;13;4;;393;0;1;9;;;09101;;;;;;;;;1;;;;;3;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;1;;;;;;0;6288,0;;5;En noticia aparece fin huelga el 17/11, pese a que señala que un 41% de los socios habría rechazado la propuesta. En base DT aparece el fin de la huelga el 21/11. ;;
2294;;3;1;1;2016;10;2016-10-28;2016-10-28;1,0;1,0;1;2;;1;;;3;2;2773;13;6;;;0;1;13;;;13123;;;;;;;;;2;3;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;Protesta por despido de 140 trabajadores. Información adicional se sacó de la página http://www.portalminero.com/display/NOT/2016/10/28/FTC+convoca+protesta+por+despido+de+trabajadores+de+Anglo+American;;
2295;;3;0;;2016;10;2016-10-28;2016-11-11;15,0;11,0;1;2;;1;;;13;10;918;1;1;;12;0;1;13;;;13108;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;132,0;;;;;
2296;;3;0;;2016;11;2016-11-02;2016-11-04;3,0;3,0;1;2;;1;;;8;6;178;9;4;;61;0;1;13;;;13123;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;183,0;;;;;
2297;;3;2;4;2016;11;2016-11-02;2016-11-08;7,0;5,0;1;1;;1;;;4;3;449;13;1;;39;0;1;13;;;13104;;;;;;;;;1;10;;;;4;20;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;195,0;;0;;;
2298;;3;6;4;2016;11;2016-11-02;2016-11-10;8,0;6,0;2;1;;2;;;9;7;;8;4;;100;1;1;7;;;7102;;;;;;;;;21;1;17;7;12;21;32;;;;0;2;;;1;0;0;0;0;1;0;0;0;;0;;;;;;;;1;600,0;;;;;
2299;;3;1;2;2016;11;2016-11-02;2016-11-02;0,4;0,3;2;2;;8;;;2;1;;;8;;;0;1;11;;;11201;;;;;;;;;13;;;;;21;11;;;;;3;4;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;Protesta Ley Reineta;;
2300;;3;2;1;2016;11;2016-11-03;2016-11-18;16,0;12,0;1;1;;1;;;13;10;236;9;4;;39;0;1;8;;;08101;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;1;;7;;;;0;468,0;;5;;;
2301;;3;3;1;2016;11;2016-11-03;2016-12-05;33,0;23,0;1;2;;1;;;6;5;27;10;4;;130;1;1;13;;;13201;;;;;;;;;5;10;1;;;;;;;;0;1;;;1;0;0;0;0;0;0;1;1;;0;;5;;;;;;0;2990,0;;5;"Strabag votan huelga en apoyo. Se codifica como ""malos tratos"" pues se identifican amedrentamientos por parte de los trabajadores en huelga (acusaciones de ""vandalismo"" desde la empresa mandante AES GENER). En otro sitio se menciona que un trabajador habría sido violado durante el proceso de huelga. ";;
2302;;3;3;1;2016;11;2016-11-03;2016-11-17;15,0;11,0;1;1;;1;;;5;6;;;1;;30;0;1;5;;;5109;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;330,0;;;;;
2303;;3;2;1;2016;11;2016-11-03;2016-11-09;7,0;5,0;1;2;;1;;;9;7;33;13;1;;26;0;2;8;9;;;;;;;;;;;1;18;7;;;4;21;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;2;130,0;;5;"No se especifica comunas pues se habla de ""tramos"" (es una concesionaria carretera). Es una huelga legal pero no sale en base de la DT. Se toma fecha de término de huelga del sitio http://www.ladiscusion.cl/noticia.php?id=7929 ";;
2304;;3;1;2;2016;11;2016-11-04;2016-11-25;22,0;16,0;1;1;;1;;;13;10;297;10;4;;44;0;1;13;;;13119;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;704,0;;;;;
2305;;3;0;;2016;11;2016-11-07;2016-11-07;1,0;1,0;1;2;;1;;;13;10;;;4;;169;0;1;3;;;13112;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;169,0;;;;;
2306;;3;0;;2016;11;2016-11-07;2016-11-08;32,0;22,0;1;1;;1;;;4;3;277;11;1;;57;0;1;7;;;7101;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;1254,0;;0;;;
2307;;3;1;4;2016;11;2016-11-07;2016-11-26;11,0;9,0;1;1;;1;;;4;3;271;11;1;;88;0;1;13;;;;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;0;;0;;0;0;792,0;;0;;;
2308;;3;2;2;2016;11;2016-11-08;2016-11-16;9,0;7,0;1;2;;1;;;13;10;192;9;4;;73;0;1;4;;;04101;;;04102;;;;;;1;;;;;16;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;511,0;;5;;;
2309;;3;0;;2016;11;2016-11-08;2016-11-16;9,0;7,0;1;1;;1;;;4;3;;;3;;42;0;1;13;;;13101;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;294,0;;;;;
2310;;3;0;;2016;11;2016-11-08;2016-11-25;18,0;14,0;1;1;;1;;;15;12;;;1;;16;0;1;8;;;8301;;;;;;;;;;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;224,0;;;;;
2311;;3;1;1;2016;11;2016-11-08;2016-12-10;33,0;24,0;1;2;;1;;;4;3;548;13;4;;243;0;1;13;;;13119;;;;;;;;;1;;;;;4;1;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;5832,0;;;;;
2312;;3;1;1;2016;11;2016-11-09;2016-11-23;15,0;11,0;1;2;;1;;;13;10;56;6;1;;30;0;1;13;;;13201;;;;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;330,0;;;;;
2313;;3;12;2;2016;11;2016-11-09;2016-12-05;27,0;19,0;1;2;;1;;;7;6;26297;13;4;;8700;0;3;;;;;;;;;;;;;1;21;9;;;1;4;45;24;11;0;1;;;1;0;0;0;0;0;0;0;1;;0;;5;1;;;;;0;165300,0;;5;;;
2314;;3;2;3;2016;11;2016-11-09;2016-11-09;0,38;0,38;2;2;;8;;;9;7;;;3;;60;0;1;5;;;05101;;;;;;;;;1;7;8;;;3;11;;;;0;4;3;5;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;#VALOR!;;5;;;
2315;;3;1;1;2016;11;2016-11-10;2016-11-15;6,0;4,0;1;2;;1;;;13;10;53;7;4;;53;0;1;13;;;13120;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;212,0;;;;;
2316;;3;1;1;2016;11;2016-11-10;2016-11-10;1,0;1,0;2;2;;1;;;13;10;193;10;1;;;0;1;5;;;05109;;;;;;;;;2;;;;;4;12;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;1;;7;;;;0;0,0;;5;;;
2317;;3;1;1;2016;11;2016-11-11;2016-12-01;21,0;15,0;1;2;;1;;;13;10;2998;13;1;;264;0;2;5;13;;05109;;;13101;;;;;;1;;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;3960,0;;5;;;
2318;;3;1;1;2016;11;2016-11-11;2016-11-11;1,0;1,0;2;2;;1;;;9;7;;;0;;;0;3;;;;;;;;;;;;;1;5;;;;;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;0,0;;5;Poca información. Se dice que no conducirán por remuneraciones y seguridad (robos);;
2319;;3;1;1;2016;11;2016-11-14;2016-11-29;16,0;12,0;1;2;;1;;;14;11;109;11;4;;72;0;1;13;;;13123;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;864,0;;;;;
2320;;3;3;1;2016;12;2016-11-15;2017-01-13;60,0;44,0;1;2;;1;;;7;6;627;11;4;;84;0;1;13;;;13118;;;;;;;;;1;;;;;4;;;;;0;1;;;0;0;0;0;0;0;0;0;0;;0;;;;;;;;0;3696,0;;;;;
2321;;3;1;1;2016;11;2016-11-15;2016-11-17;3,0;3,0;2;2;;1;;;3;2;2773;13;6;;100;1;1;5;;;05301;;;;;;;;;1;11;;;;21;41;;;;0;2;;;1;0;0;0;0;0;0;0;0;;0;;;;;;;;1;300,0;;5;Hay dos noticias en la base, pero está repetida (sólo es 1). No aparece fecha de término pero al parecer fue cerca de una semana de acuerdo a otros medios. ;;
